candidate_id,trait_name,accepted_species,normalized_value,source_url,source_excerpt,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason,audit_hash
efloras-medium:77a4eb17848d80a7b2ac76fd,tube_depth_class,Hymenocallis latifolia,deep,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242101679,"perianth tube green, 9–20 cm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,98ff17e1c93f5fe1d34e611dbc28ea277e00f5c4c823159c83dde6c488cd2252
efloras-medium:e64eaa9f9076e197e811ba6d,tube_depth_class,Burmannia championii,shallow,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028501,Perianth tube 3-5 mm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,9cf5473ee913a039673c232822d17c68a83aa9bef6a116d068712e286ada1637
efloras-medium:6bda2a12ba72dba55a333026,tube_depth_class,Burmannia chinensis,intermediate,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242309387,Perianth tube 4-6.5 mm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,a1203caa06afb390e12e4a21e1c820b7da001dfff926d822a61309f519d586a0
efloras-medium:68e1fb23c4e52ab4a5dbd698,tube_depth_class,Dehaasia hainanensis,absent_or_open,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008756,"Perianth tube broadly obconical, 0.5-0.8 mm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,a14e4b20ca563734177c992fc0a8c60da84bfdcd93280d3af60371ea41ff2dd1
efloras-medium:ed9259902001664e2c204eea,tube_depth_class,Neocinnamomum mekongense,absent_or_open,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008988,"Perianth tube short, less than 1 mm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,b45a09ed9cad57a473ec907f89c54e4c3ee04e14351891bffe4c88b6f5dd4b4d
efloras-medium:3c4398c696a5581c526ca71b,tube_depth_class,Gastrodia gracilis,intermediate,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242443121,"Perianth tube urceolate, 8-11 × 5-7 mm, with a deep sinus between lateral sepals, base inflated, outer surface smooth;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,c406181e71609e68889fd831b780244e78225edb37611ad6dd65d6f4de204bfe
efloras-medium:f2159c0714f4e750df9d499e,tube_depth_class,Iris sanguinea,intermediate,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028208,Perianth tube 8--10 mm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,c545e5ce9ffd6c199227506cf55cc3f7615cec502773f0c0bf9ffa1bfb5a84b4
efloras-medium:ba700b79c2b3d42d92a926d2,tube_depth_class,Cinnamomum iners,shallow,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008704,"perianth tube obconical, 1-2 mm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,c843cd4d47de6ec1f68ac5273816227c60f4c40363ce2098838ab77a60faf4af
efloras-medium:175cfe98e6944ed3e92610cc,tube_depth_class,Burmannia nepalensis,shallow,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028506,Perianth tube 1.5-2.5 mm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,c8d7e6ac94f456715bdaf42e3c36becc211e74d81dcfbdd29140a039e58e4b02
efloras-medium:523b0bf98e1ed84a4970a8bc,tube_depth_class,Gladiolus italicus,intermediate,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=240010021,"perianth tube obliquely funnel-shaped, 10–12 mm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,d3f76e53d3f8484364028789ccd89e630a2aa6d48e75ac82250e31cc3e5d0c78
efloras-medium:a4273ce473432754bfae561e,tube_depth_class,Zephyranthes citrina,intermediate,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242102081,"perianth tube green, 0.7–1 cm, increasing in diam., less than 1/3 perianth length, ca. 1/2 (1/3–3/4) filament length, less than 1/2 spathe length;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,d7c9e18b24d35d4ebee534e96a08b2410ff4f2ffdac85f8153722fcf43838561
efloras-medium:cee5e8bb1cda9ca9c41f6c76,tube_depth_class,Iris rossii,deep,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028203,"Perianth tube 5--7 cm, slender;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,defa3b5b8e509186fbb0685d50cadb6f4a22b1a7b68632ce7081d7f915a71b55
efloras-medium:a95765536a260193d4abd54c,tube_depth_class,Mussaenda antiloga,deep,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242333212,"H. H. Hsue and H. Wu (in FRPS 71(1): 296. 1999) gave the corolla tube length of this species as 22-25 mm, but the corolla tube of the type specimen is ca. 31 mm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,e2b6f7a82c0b9c89dbcddb35a1c39c0e20dca810ef63da360e96794ae8d92252
efloras-medium:d683ea6288764b7c79b28726,tube_depth_class,Senecio jacobaea,shallow,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242348344,corolla tube 2.5-3 mm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,e430e0a73f2a625d16c43f0c5ee124c2c03bd9eab68f3ad1fec39294f137d187
efloras-medium:d31334e0b451dc5333c1938f,tube_depth_class,Pouzolzia sanguinea,absent_or_open,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006428,"Female flowers: perianth tube ellipsoid or rhomboid, 0.8-1.2 mm, to 2 mm in fruit, pubescent, inconspicuously ribbed, 3- or 4-toothed",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,e4fccb6d583667c77dc98559e87adf4dcd1b392b708054ee9d19567a7de50dc3
efloras-medium:709e489498196aaf3af4885a,tube_depth_class,Gastrodia appendiculata,intermediate,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242413238,"Perianth tube campanulate, 8-11 mm, outer surface verrucose, with a deep sinus between lateral sepals;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,e52faf2b0fcd88edb3a278e756927c47bf2ec90da6b013590f57d694c98c3d4b
efloras-medium:07680ca3092d38a685d17521,tube_depth_class,Hemerocallis lilioasphodelus,deep,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=240001297,"perianth tube shortly funnelform, 1.5–2.5 cm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,e54cb4ecb5b9d03db6873cfec5895c46c0bf4b5d2f39d0f3f57515c7495389ae
