accepted_species,genus,family,n_islands,n_records,reproductive_wikimedia_status,reproductive_wikimedia_attempts,reproductive_wikimedia_wave_id,reproductive_wikimedia_candidate_count,reproductive_wikimedia_last_error,reproductive_openalex_status,reproductive_openalex_attempts,reproductive_openalex_wave_id,reproductive_openalex_candidate_count,reproductive_openalex_last_error,floral_access_wikimedia_status,floral_access_wikimedia_attempts,floral_access_wikimedia_wave_id,floral_access_wikimedia_candidate_count,floral_access_wikimedia_last_error,alternative_guild_openalex_status,alternative_guild_openalex_attempts,alternative_guild_openalex_wave_id,alternative_guild_openalex_candidate_count,alternative_guild_openalex_last_error,machine_biotic_candidate,alternative_guild_wikimedia_status,alternative_guild_wikimedia_attempts,alternative_guild_wikimedia_wave_id,alternative_guild_wikimedia_candidate_count,alternative_guild_wikimedia_last_error,reproductive_multilingual_recovery_status,reproductive_multilingual_recovery_attempts,reproductive_multilingual_recovery_wave_id,reproductive_multilingual_recovery_candidate_count,reproductive_multilingual_recovery_last_error,reproductive_multilingual_sitelink_recovery_status,reproductive_multilingual_sitelink_recovery_attempts,reproductive_multilingual_sitelink_recovery_wave_id,reproductive_multilingual_sitelink_recovery_candidate_count,reproductive_multilingual_sitelink_recovery_last_error
Rehmannia piasezkii,Rehmannia,Rehmanniaceae,2,2,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Bensonites fusiformis,Bensonites,Stauropteridaceae,1,2,processed,1,wave_00007_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Stylobasium spathulatum,Stylobasium,Surianaceae,11,97,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Nordenskioldia borealis,Nordenskioldia,Trochodendraceae,1,4,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Svalbardia polymorpha,Svalbardia,Archaeopteridaceae,1,3,processed,1,wave_00007_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Blandfordia punicea,Blandfordia,Blandfordiaceae,3,731,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Borya septentrionalis,Borya,Boryaceae,1,25,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Berzelia intermedia,Berzelia,Bruniaceae,1,1,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Cercidiphyllum magnificum,Cercidiphyllum,Cercidiphyllaceae,1,303,processed,1,wave_00003_reproductive_wikimedia,2,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Dasypogon bromeliifolius,Dasypogon,Dasypogonaceae,1,1,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Datisca cannabina,Datisca,Datiscaceae,3,15,processed,1,wave_00003_reproductive_wikimedia,1,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Eupomatia barbata,Eupomatia,Eupomatiaceae,1,1,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Gisekia africana,Gisekia,Gisekiaceae,2,2,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Nelumbo nucifera,Nelumbo,Nelumbonaceae,66,1323,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Nitraria schoberi,Nitraria,Nitrariaceae,2,4,processed,1,wave_00007_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Pennantia corymbosa,Pennantia,Pennantiaceae,10,6753,processed,1,wave_00003_reproductive_wikimedia,1,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Petrosavia stellaris,Petrosavia,Petrosaviaceae,3,18,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Cheirostrobus pettycurensis,Cheirostrobus,Sphenophyllaceae,1,19,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Conanthera bifolia,Conanthera,Tecophilaeaceae,1,1,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Tetrachondra hamiltonii,Tetrachondra,Tetrachondraceae,3,38,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Nothia aphylla,Nothia,Zosterophyllaceae,1,3,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Metaclepsydropsis duplex,Metaclepsydropsis,Zygopteridaceae,1,51,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Acorus calamus,Acorus,Acoraceae,108,10728,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Aphanopetalum clematideum,Aphanopetalum,Aphanopetalaceae,1,3,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Apodanthes caseariae,Apodanthes,Apodanthaceae,1,6,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Batis argillicola,Batis,Bataceae,10,28,processed,1,wave_00003_reproductive_wikimedia,1,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Berberidopsis beckleri,Berberidopsis,Berberidopsidaceae,1,1,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Bixa orellana,Bixa,Bixaceae,114,1229,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Dicksonites pluckeneti,Dicksonites,Callistophytaceae,1,2,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Desfontainia spinosa,Desfontainia,Columelliaceae,10,11,processed,1,wave_00003_reproductive_wikimedia,1,,pending,0,,0,,processed,1,wave_00011_floral_access_wikimedia,5,,pending,0,,0,,True,processed,1,wave_00012_alternative_guild_wikimedia,1,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Comandra umbellata,Comandra,Comandraceae,23,209,processed,1,wave_00003_reproductive_wikimedia,1,,pending,0,,0,,processed,1,wave_00011_floral_access_wikimedia,2,,pending,0,,0,,True,processed,1,wave_00012_alternative_guild_wikimedia,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Cooksonia hemisphaerica,Cooksonia,Cooksoniaceae,1,11,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Mitrospermum compressum,Mitrospermum,Cordaitaceae,1,19,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Crossosoma bigelovii,Crossosoma,Crossosomataceae,1,8,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Degeneria roseiflora,Degeneria,Degeneriaceae,2,3,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Didymeles perrieri,Didymeles,Didymelaceae,1,165,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Cephalaria tatarica,Cephalaria,Dipsacaceae,1,2,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Doryanthes excelsa,Doryanthes,Doryanthaceae,2,4,processed,1,wave_00003_reproductive_wikimedia,1,,pending,0,,0,,processed,1,wave_00011_floral_access_wikimedia,2,,pending,0,,0,,True,processed,1,wave_00012_alternative_guild_wikimedia,1,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Euptelea pleiosperma,Euptelea,Eupteleaceae,3,10,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Gigantopteris mengkarangensis,Palaeogoniopteris,Gigantopteridaceae,1,1,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Kewa bowkeriana,Kewa,Kewaceae,1,8,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Ruffordia goepperti,Ruffordia,Klukiaceae,1,30,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Lonchitis hirsuta,Lonchitis,Lonchitidaceae,14,177,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Mayaca kunthii,Mayaca,Mayacaceae,1,1,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Microtea debilis,Microtea,Microteaceae,13,56,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Grevea madagascariensis,Grevea,Montiniaceae,1,340,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Hachettea austrocaledonica,Hachettea,Mystropetalaceae,1,59,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Mida salicifolia,Mida,Nanodeaceae,6,1088,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Oncotheca humboldtiana,Oncotheca,Oncothecaceae,1,60,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Palissya braunii,Palissya,Palissyaceae,1,1,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Odontopteris brardii,Odontopteris,Peltaspermaceae,1,1,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Penthorum chinense,Penthorum,Penthoraceae,11,185,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Philesia magellanica,Philesia,Philesiaceae,18,133,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Helmholtzia novoguineensis,Helmholtzia,Philydraceae,3,10,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Physena sessiliflora,Physena,Physenaceae,1,298,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Sciadophyton steinmanni,Sciadophyton,Rhyniaceae,1,18,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Mazocarpon shorense,Mazocarpon,Sigillariaceae,1,6,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Bothrodendron punctatum,Bothrodendron,Spenceritaceae,1,1,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Stegnosperma halimifolium,Stegnosperma,Stegnospermataceae,18,96,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Huertea cubensis,Huertea,Tapisciaceae,2,20,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Tetrameles nudiflora,Tetrameles,Tetramelaceae,19,198,processed,1,wave_00003_reproductive_wikimedia,1,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Tetramerista glabra,Tetramerista,Tetrameristaceae,6,133,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Thyrsopteris elegans,Thyrsopteris,Thyrsopteridaceae,1,5,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Xeronema moorei,Xeronema,Xeronemataceae,1,101,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Rostellularia procumbens,Rostellularia,Acanthaceae,85,1383,processed,1,wave_00013_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Xylopia frutescens,Xylopia,Annonaceae,9,21,processed,1,wave_00034_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Carissa macrocarpa,Carissa,Apocynaceae,89,600,processed,1,wave_00016_reproductive_wikimedia,1,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Lemna gibba,Lemna,Araceae,73,17309,processed,1,wave_00016_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Dypsis lutescens,Dypsis,Arecaceae,83,642,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Senecio vulgaris,Senecio,Asteraceae,737,262841,processed,1,wave_00003_reproductive_wikimedia,1,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Cakile maritima,Cakile,Brassicaceae,485,27502,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Carex echinata,Carex,Cyperaceae,585,102882,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Vaccinium parvifolium,Vaccinium,Ericaceae,89,6318,processed,1,wave_00025_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Euphorbia esula,Euphorbia,Euphorbiaceae,88,2083,processed,1,wave_00025_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Vicia cracca,Vicia,Fabaceae,768,248064,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Codonanthe gracilis,Codonanthe,Gesneriaceae,8,29,processed,1,wave_00016_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Leonotis nepetifolia,Leonotis,Lamiaceae,94,1474,processed,1,wave_00034_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Cinnamomum verum,Cinnamomum,Lauraceae,74,6517,processed,1,wave_00007_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Abelmoschus esculentus,Abelmoschus,Malvaceae,86,414,processed,1,wave_00025_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,1,,pending,0,,0,
