accepted_species,axis,trait_name,normalized_value,raw_value,exact_supporting_excerpt,original_source_url,archive_url,archive_timestamp,archive_cdx_digest,retrieved_at,page_response_sha256,page_content_fingerprint,normalized_excerpt_fingerprint,source_lineage,source_citation,source_group,source_type,source_tier,identity_match,cultivar_status,wild_or_cultivated,extraction_rule,review_status
Dypsis simianensis,flower_colour,flower_primary_color,white,FLOWERS white;,FLOWERS white;,http://www.palmpedia.net:80/wiki/Dypsis_simianensis,https://web.archive.org/web/20200105121031id_/http://www.palmpedia.net:80/wiki/Dypsis_simianensis,20200105121031,3CULNRWD3QTKVH5655BMN27VFOL5QPRE,2026-08-12T15:39:28.312362+00:00,8ffc1aa7ee4a3ad03148fe72149224813711920ae8380b4d197fb2d1d2d3e4f0,9a9efcf69a5aabc144596c2b0eb2ce258578458caf551b63b0af01c950b804a1,f4eb7c2805163234e3cb3a273b0cd72de9b855b70d4726f842563f90bcfcef0c,original_citation:j_dransfield_and_h_beentje_1995,J. Dransfield and H. Beentje. 1995,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Arenga retroflorescens,floral_structural_complexity,flower_size_class,small,staminate flowers 9 mm.,staminate flowers 9 mm.,http://www.palmpedia.net:80/wiki/Arenga_retroflorescens,https://web.archive.org/web/20200124191315id_/http://www.palmpedia.net:80/wiki/Arenga_retroflorescens,20200124191315,IZCIWMI75YYYPSF2QKUXMSYRKKVN2CBO,2026-08-12T15:39:29.795882+00:00,798d3d79698cdf0dd2a7a94b7281dc6c99244544676cdbcbe7edc89b55a631f8,0a6d132389d96db1156d2130f7de3bf87641d5cace06f334ab8fbcb8b72b7817,f0b74f8515ee39faf04c4f600b56824872a83fcc979315402cc839e9632dc525,original_citation:h_e_moore_jr_w_meijer_a_new_species_of_arenga_from_borneo_in_principes_9_1965,"H. E. Moore Jr. & W. Meijer, A new species of Arenga from Borneo in Principes 9. 1965",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Arenga retroflorescens,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"wide, stamens about 36, the filaments very short, anthers linear, acute or even apiculate to emarginate at apex: pistillate spike shorter than the staminate but with bracts extended much beyond it, the whole inflorescence including bracts about 35 cm.","wide, stamens about 36, the filaments very short, anthers linear, acute or even apiculate to emarginate at apex: pistillate spike shorter than the staminate but with bracts extended much beyond it, the whole inflorescence including bracts about 35 cm.",http://www.palmpedia.net:80/wiki/Arenga_retroflorescens,https://web.archive.org/web/20200124191315id_/http://www.palmpedia.net:80/wiki/Arenga_retroflorescens,20200124191315,IZCIWMI75YYYPSF2QKUXMSYRKKVN2CBO,2026-08-12T15:39:29.795882+00:00,798d3d79698cdf0dd2a7a94b7281dc6c99244544676cdbcbe7edc89b55a631f8,0a6d132389d96db1156d2130f7de3bf87641d5cace06f334ab8fbcb8b72b7817,bde641be37606f604eb5af438fe18bc108800ba26250d17b86e0af4e67249455,original_citation:h_e_moore_jr_w_meijer_a_new_species_of_arenga_from_borneo_in_principes_9_1965,"H. E. Moore Jr. & W. Meijer, A new species of Arenga from Borneo in Principes 9. 1965",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_inflorescence_v1,pending_manual_review
Arenga retroflorescens,floral_structural_complexity,flower_size_class,small,"long, nearly or quite enclosed by the black bract fibers: pistillate flowers 10 mm.","long, nearly or quite enclosed by the black bract fibers: pistillate flowers 10 mm.",http://www.palmpedia.net:80/wiki/Arenga_retroflorescens,https://web.archive.org/web/20200124191315id_/http://www.palmpedia.net:80/wiki/Arenga_retroflorescens,20200124191315,IZCIWMI75YYYPSF2QKUXMSYRKKVN2CBO,2026-08-12T15:39:29.795882+00:00,798d3d79698cdf0dd2a7a94b7281dc6c99244544676cdbcbe7edc89b55a631f8,0a6d132389d96db1156d2130f7de3bf87641d5cace06f334ab8fbcb8b72b7817,3342c331bb3ca464a080076dc0d2a1a819e2268bdc7e572473fe2613687dad94,original_citation:h_e_moore_jr_w_meijer_a_new_species_of_arenga_from_borneo_in_principes_9_1965,"H. E. Moore Jr. & W. Meijer, A new species of Arenga from Borneo in Principes 9. 1965",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Arenga retroflorescens,floral_structural_complexity,flower_size_class,small,"wide, corolla 10 mm.","wide, corolla 10 mm.",http://www.palmpedia.net:80/wiki/Arenga_retroflorescens,https://web.archive.org/web/20200124191315id_/http://www.palmpedia.net:80/wiki/Arenga_retroflorescens,20200124191315,IZCIWMI75YYYPSF2QKUXMSYRKKVN2CBO,2026-08-12T15:39:29.795882+00:00,798d3d79698cdf0dd2a7a94b7281dc6c99244544676cdbcbe7edc89b55a631f8,0a6d132389d96db1156d2130f7de3bf87641d5cace06f334ab8fbcb8b72b7817,bb2c5921d8ff20697efce9128fcb11f8b0fcdf718b38a8891b4d5b5a4724b62f,original_citation:h_e_moore_jr_w_meijer_a_new_species_of_arenga_from_borneo_in_principes_9_1965,"H. E. Moore Jr. & W. Meijer, A new species of Arenga from Borneo in Principes 9. 1965",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Dypsis elegans,flower_colour,flower_primary_color,yellow_orange,"FLOWERS yellow in bud, orange at anthesis;","FLOWERS yellow in bud, orange at anthesis;",http://www.palmpedia.net:80/wiki/Dypsis_elegans,https://web.archive.org/web/20200105115954id_/http://www.palmpedia.net:80/wiki/Dypsis_elegans,20200105115954,DDB73T6G7UM5BKMHWAQIURCLJM2PHHDN,2026-08-12T15:39:30.500752+00:00,c7226ebc141fd5a10b003feac2a3b07d363be5add267dd5d783eaaf247a2c6c7,2a643701791f571b788c3529dd28383fa5333a7a5595958105467c22f0ac372d,bc9171fcff7e0b10cbfedc771a11ab81ed8719be7ef00750f55dc08d38d3afee,original_citation:j_dransfield_h_beentje_the_palms_of_madagascar_1995,"J. Dransfield & H. Beentje, The Palms of Madagascar. 1995",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Dypsis lutea,flower_colour,flower_primary_color,yellow_orange,"rachillae 4-17 cm, with dense triads and dark yellow flowers.","rachillae 4-17 cm, with dense triads and dark yellow flowers.",http://www.palmpedia.net:80/wiki/Dypsis_lutea,https://web.archive.org/web/20200105121007id_/http://www.palmpedia.net:80/wiki/Dypsis_lutea,20200105121007,XIUV7OU3AIU2JV5DKYQGFSL7I6524PFX,2026-08-12T15:39:31.252283+00:00,19883ff94a6c8ebdd86c23729b88978eca31e3a301eeaf70a26e95faaa6ff935,44e7aa906b7b9c441486f8e84570ae947b3d716d7bc9b028dc3f1be544a82d33,b9fc4cfdbf3db5a08a351b8b2e79b92af3b4719b26388433bb79bdc5d45b24f6,original_citation:j_dransfield_and_h_beentje_1995,J. Dransfield and H. Beentje. 1995,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Dypsis dransfieldii,flower_colour,flower_primary_color,white,flowers cream-coloured.,flowers cream-coloured.,http://www.palmpedia.net:80/wiki/Dypsis_dransfieldii,https://web.archive.org/web/20200105120329id_/http://www.palmpedia.net:80/wiki/Dypsis_dransfieldii,20200105120329,TA2IO7B3ZMP47NZY7RVTZWRUZRH2J6T3,2026-08-12T15:39:35.220334+00:00,a0b369ed0a891e37e3d15028bd874fd410e00100d1293b2fbcbab7a7cea9a3cf,1df885d79ba38cfcd918b474f6753c880cbe3f19ce904af26944ac050747b293,f0596a5de11e23bc1c365cd4f6ab26b8c545e81180d2c53ec1c47d4cbab814b2,original_citation:j_dransfield_and_h_beentje_1995,J. Dransfield and H. Beentje. 1995,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Pritchardia arecina,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"inflorescences composed of 1 or 2 panicles, equaling to exceeding petioles in flower, exceeding petioles or equaling leaf blades in fruit, panicles branched to 2 orders, rachillae permanently clothed with dense, felt-like to nearly woolly indumentum;","inflorescences composed of 1 or 2 panicles, equaling to exceeding petioles in flower, exceeding petioles or equaling leaf blades in fruit, panicles branched to 2 orders, rachillae permanently clothed with dense, felt-like to nearly woolly indumentum;",http://www.palmpedia.net:80/wiki/Pritchardia_arecina,https://web.archive.org/web/20200124090143id_/http://www.palmpedia.net:80/wiki/Pritchardia_arecina,20200124090143,LTWITBFGIFN24RMD2GULCGRZ75ZO6Z54,2026-08-12T15:39:38.156911+00:00,a125f41e7558093af42105cb977e9db187ba2cd125a89a5014761ad365523725,30f1c7e62c81640d82cea40b02a6c92f4b619bd2280204c4f072d4b97ab5c334,3545d21173df71a3f8cf44bbedcc9fef606dd557916ed49a973f1f12c4894367,provider_treatment:palmpedia:Pritchardia_arecina,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_inflorescence_v1,pending_manual_review
Sabal domingensis,flower_colour,flower_primary_color,white,"Each stalk divides into numerous branches that hold the small, 0.25 in (8 cm) creamy white flowers.","Each stalk divides into numerous branches that hold the small, 0.25 in (8 cm) creamy white flowers.",http://www.palmpedia.net:80/wiki/Sabal_domingensis,https://web.archive.org/web/20200129185405id_/http://www.palmpedia.net:80/wiki/Sabal_domingensis,20200129185405,DDWT6MNIKRZMHCV32ZKVALKCPFJSUX4E,2026-08-12T15:39:39.941076+00:00,1f6d51da113a8ec8d4b413a15384b21bd7f55cd79601e704e520a52c6289a719,df7b0054ab763aa72b8c0e093284e074debcc90efe0bb76231e9ce8160a3e699,c4c93706093b0764bb237dc15aa590e95bf17d305592324835a05f511154cea3,provider_treatment:palmpedia:Sabal_domingensis,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Dypsis eriostachys,floral_structural_complexity,flower_size_class,very_small,"STAMINATE FLOWER buds pyramidal, 1.6 x 1.1 mm;","STAMINATE FLOWER buds pyramidal, 1.6 x 1.1 mm;",http://www.palmpedia.net:80/wiki/Dypsis_eriostachys,https://web.archive.org/web/20200105121442id_/http://www.palmpedia.net:80/wiki/Dypsis_eriostachys,20200105121442,4PV2GVPXLWFI4C7M6EIDQJIOZOM6LLJB,2026-08-12T15:39:45.022815+00:00,2335efcc634baef4aa349d4b3f83e3bcdee7c37fde5bc00d03d13a330f2ba201,0133e7c460efea0020df3d9b0a8bb85a07c63694acbd16b1533fd76e9bb14872,32c7b38db9fa89ba5241dff5a66539d3de7837e13ccf2e1e2e90da2f469ad3cb,original_citation:j_dransfield_and_h_beentje_1995,J. Dransfield and H. Beentje. 1995,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Dypsis eriostachys,floral_structural_complexity,flower_size_class,very_small,"Immature PISTILLATE FLOWER rounded, about 0.8 mm in diam.","Immature PISTILLATE FLOWER rounded, about 0.8 mm in diam.",http://www.palmpedia.net:80/wiki/Dypsis_eriostachys,https://web.archive.org/web/20200105121442id_/http://www.palmpedia.net:80/wiki/Dypsis_eriostachys,20200105121442,4PV2GVPXLWFI4C7M6EIDQJIOZOM6LLJB,2026-08-12T15:39:45.022815+00:00,2335efcc634baef4aa349d4b3f83e3bcdee7c37fde5bc00d03d13a330f2ba201,0133e7c460efea0020df3d9b0a8bb85a07c63694acbd16b1533fd76e9bb14872,da29d271baa64b8474f0677b41afcb1cffe53e7ab1c4c0c8d8760ec0dc1ece2d,original_citation:j_dransfield_and_h_beentje_1995,J. Dransfield and H. Beentje. 1995,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Pritchardia perlmanii,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"inflorescences composed of 1 panicle, shorter than or equaling petioles in flower, equaling petioles to equaling leaf blades in fruit, panicle branched to 2 orders, rachillae glabrous;","inflorescences composed of 1 panicle, shorter than or equaling petioles in flower, equaling petioles to equaling leaf blades in fruit, panicle branched to 2 orders, rachillae glabrous;",http://www.palmpedia.net:80/wiki/Pritchardia_perlmanii,https://web.archive.org/web/20200124130945id_/http://www.palmpedia.net:80/wiki/Pritchardia_perlmanii,20200124130945,J7IIANBP63H7P66WSN2KWABVV5L3A373,2026-08-12T15:39:54.190613+00:00,ce19181336f356f2399ce089008494aa2a83e41dcce6547579c77a79e136fa61,ae91e64d91608ca0eba3bdc5567e0ce2be3d91833481056833e8c1cd213ea44e,3e726c477f8ed7af61ef4f8562589232c56597413beffd4de0fd42f925d81db0,original_citation:hodel_d_2007,"Hodel, D. 2007",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_inflorescence_v1,pending_manual_review
Dypsis delicatula,floral_structural_complexity,flower_size_class,very_small,Staminate flowers globose about 0.7 mm in diam.;,Staminate flowers globose about 0.7 mm in diam.;,http://www.palmpedia.net:80/wiki/Dypsis_delicatula,https://web.archive.org/web/20200105121217id_/http://www.palmpedia.net:80/wiki/Dypsis_delicatula,20200105121217,SX4QHIP3XNBKMN42TKZMRTRRCQVNS766,2026-08-12T15:39:56.062292+00:00,5024fbb8c553fea05a2627339efeb89ab49ac08d4a250dc0e6c54509ef0cc7e0,b4dd41fe4773545540714360571eef3237c96b01b5418296391d14abd3d7e76d,056da71381d1a17ee60eb04d1944136a2a04f2d8cd6ad1ba17ed4f81a171d89e,original_citation:britt_a_and_dransfield_j_2005,"Britt, A. and Dransfield, J. 2005",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Dypsis delicatula,floral_structural_complexity,flower_size_class,very_small,"Pistillate flower globose, about 0.7 x 0.7 mm;","Pistillate flower globose, about 0.7 x 0.7 mm;",http://www.palmpedia.net:80/wiki/Dypsis_delicatula,https://web.archive.org/web/20200105121217id_/http://www.palmpedia.net:80/wiki/Dypsis_delicatula,20200105121217,SX4QHIP3XNBKMN42TKZMRTRRCQVNS766,2026-08-12T15:39:56.062292+00:00,5024fbb8c553fea05a2627339efeb89ab49ac08d4a250dc0e6c54509ef0cc7e0,b4dd41fe4773545540714360571eef3237c96b01b5418296391d14abd3d7e76d,084dbea3f8d3dfa05b64e48519974e21edbebb8fd85c83bcdc582947515e5425,original_citation:britt_a_and_dransfield_j_2005,"Britt, A. and Dransfield, J. 2005",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Dypsis faneva,flower_colour,flower_primary_color,yellow_orange,FLOWERS orange in bud;,FLOWERS orange in bud;,http://www.palmpedia.net:80/wiki/Dypsis_faneva,https://web.archive.org/web/20200105115018id_/http://www.palmpedia.net:80/wiki/Dypsis_faneva,20200105115018,B7RIM3LZRY6HDHS4WJUE4BPC32J6WMXC,2026-08-12T15:39:56.575810+00:00,41541ab18914a1792f6a7ced250eb1df345f3492b9688c8dd75ae887cca2d1db,963c1b32d24a5836f9eec634bdf76f2e09737e5b983dbb8fdaf19fef0053647b,4d74877a1e123a3dc26f65a65ae53ff9f7f249dfe181bb4d120e32226caff8a7,original_citation:j_dransfield_and_h_beentje_1995,J. Dransfield and H. Beentje. 1995,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Copernicia gigas,flower_colour,flower_primary_color,white,"Solitary trunk, up to 20 meters, with a diameter up to 50 centimeters, trunk covered by petiole bases on the younger part, smooth and grayish color on the older part, petiole armed with thorns, huge fan leaves green o top, and covered by waxy gray patina underneath, marginally costapalmate, the inflorescence arrises from the crown between the leaves, up to 3 meters long, arched and ramified, stretching out beyond the top and carrying whitish bisexual flowers.","Solitary trunk, up to 20 meters, with a diameter up to 50 centimeters, trunk covered by petiole bases on the younger part, smooth and grayish color on the older part, petiole armed with thorns, huge fan leaves green o top, and covered by waxy gray patina underneath, marginally costapalmate, the inflorescence arrises from the crown between the leaves, up to 3 meters long, arched and ramified, stretching out beyond the top and carrying whitish bisexual flowers.",http://www.palmpedia.net:80/wiki/Copernicia_gigas,https://web.archive.org/web/20200119124053id_/http://www.palmpedia.net:80/wiki/Copernicia_gigas,20200119124053,QU3P6PHUHYNGHOJTZBMT3MGBG4GNWQXX,2026-08-12T15:39:56.794362+00:00,e14b3faba375ee96c4667e130c3907b64fdc2e41b9bb807302897eb6f7d53394,c0b926e40809b1a8b376058f68fac8a980fc46a4ef63d3aa1832c9417636c2b1,7ba0e04286229b2cc867c6caa87c2fae37fe100072ae8aa34e95a1300a21e36c,provider_treatment:palmpedia:Copernicia_gigas,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Dypsis cookei,floral_structural_complexity,flower_size_class,very_small,STAMINATE FLOWER bud about 0.7 mm in diam.;,STAMINATE FLOWER bud about 0.7 mm in diam.;,http://www.palmpedia.net:80/wiki/Dypsis_cookei,https://web.archive.org/web/20200105120731id_/http://www.palmpedia.net:80/wiki/Dypsis_cookei,20200105120731,UXFKDZ3EVLRLBTINZ3ZMRHSZAIPIGTF7,2026-08-12T15:39:58.939587+00:00,365d348f16a6a1032da7f34fe60e0d1de988ebf30b7f16f574553235777c8625,17c230643adc613c5db2abe531a8eef46af94c2a273bf80241ad4f36cac53729,2005e0819076752793e6bf2e533ecda3b1eeaa2c0a434f03c08169e13642b588,original_citation:j_dransfield_and_h_beentje_1995,J. Dransfield and H. Beentje. 1995,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Pritchardia kaalae,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"inflorescences composed of 1-3 panicles, equaling to exceeding leaf blades in flower, exceeding leaf blades in fruit, panicles branched to 2 orders, rachiIlae glabrous;","inflorescences composed of 1-3 panicles, equaling to exceeding leaf blades in flower, exceeding leaf blades in fruit, panicles branched to 2 orders, rachiIlae glabrous;",http://www.palmpedia.net:80/wiki/Pritchardia_kaalae,https://web.archive.org/web/20200124131301id_/http://www.palmpedia.net:80/wiki/Pritchardia_kaalae,20200124131301,RBSGPYQMCEGKLKCIX2LGBG35GLH5Y7T6,2026-08-12T15:40:00.736935+00:00,e357db9ce89e22e6a5aa5eb8248cc65884d30a7ae311ce7676677ecc25266026,7b30f419810188d225b308aa8ee8136400bf4f898dcfec461321cf682cd0011a,1a8d5545581a10a80530ee9f1fb0fd52a68424bf0a8677455e2ac34429167419,original_citation:hodel_d_2007,"Hodel, D. 2007",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_inflorescence_v1,pending_manual_review
Roystonea altissima,flower_colour,flower_primary_color,blue_purple,"Staminate flowers violet, darkest at the bases of petals and filaments;","Staminate flowers violet, darkest at the bases of petals and filaments;",http://www.palmpedia.net:80/wiki/Roystonea_altissima,https://web.archive.org/web/20200224105106id_/http://www.palmpedia.net:80/wiki/Roystonea_altissima,20200224105106,3FYAZGCADHUMZFR2JUXKGXL6GJNEWYUL,2026-08-12T15:40:01.073716+00:00,3a9e9c9228dceee230a816c4c9dd0119298ca64f23ed490a99d51560c1b1777d,eceb195f32cc333ba6222f30f2bf1ffc872ab6bd71a68de30fa63a4000994d5e,1e87d44fc6c879504a3a15c6782c71618e38f3d5caeca5e2b236ad21ce080a60,original_citation:read_1966,"Read, 1966",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Roystonea altissima,flower_colour,flower_primary_color,blue_purple,"Pistillate flowers violet, 2.5-4 per cm;","Pistillate flowers violet, 2.5-4 per cm;",http://www.palmpedia.net:80/wiki/Roystonea_altissima,https://web.archive.org/web/20200224105106id_/http://www.palmpedia.net:80/wiki/Roystonea_altissima,20200224105106,3FYAZGCADHUMZFR2JUXKGXL6GJNEWYUL,2026-08-12T15:40:01.073716+00:00,3a9e9c9228dceee230a816c4c9dd0119298ca64f23ed490a99d51560c1b1777d,eceb195f32cc333ba6222f30f2bf1ffc872ab6bd71a68de30fa63a4000994d5e,381c12d9857235a211c505d3983bf7f5d00273a1f9cbb3ab713b423acd9c124f,original_citation:read_1966,"Read, 1966",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Roystonea altissima,flower_colour,flower_primary_color,blue_purple,Its dark trunk and violet flowers allies this species with R.,Its dark trunk and violet flowers allies this species with R.,http://www.palmpedia.net:80/wiki/Roystonea_altissima,https://web.archive.org/web/20200224105106id_/http://www.palmpedia.net:80/wiki/Roystonea_altissima,20200224105106,3FYAZGCADHUMZFR2JUXKGXL6GJNEWYUL,2026-08-12T15:40:01.073716+00:00,3a9e9c9228dceee230a816c4c9dd0119298ca64f23ed490a99d51560c1b1777d,eceb195f32cc333ba6222f30f2bf1ffc872ab6bd71a68de30fa63a4000994d5e,f5e98d96a4aa63aece5e568d37d90fb6100a52504390599874dd908b393a45b2,original_citation:read_1966,"Read, 1966",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Borassus heineanus,floral_structural_complexity,flower_size_class,medium,Pistillate flowers 2.5 × 2 cm;,Pistillate flowers 2.5 × 2 cm;,https://palmpedia.net/wiki/Borassus_heineanus,https://web.archive.org/web/20240222110846id_/https://palmpedia.net/wiki/Borassus_heineanus,20240222110846,COGQMG45IKKQPCXIJ7Q4IBPPMT2SZMP6,2026-08-12T15:40:02.793074+00:00,9d4f7da7bfd4588185ff61c0576f88b07104f8f0c68070984814b24b210b3f16,3837e58c0d590c1edebf517b8a750a2343b784792d668da9b8e4f76679dd09ec,48dec05c7022766c175a0c722a3a12e5ec682356593f4c228fe9cc9d9b63cd3e,original_citation:r_p_bayton_2007,R.P. Bayton. 2007,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Dypsis remotiflora,floral_structural_complexity,flower_size_class,very_small,STAMINATE FLOWER about 1.0 x 0.8 mm;,STAMINATE FLOWER about 1.0 x 0.8 mm;,http://www.palmpedia.net:80/wiki/Dypsis_remotiflora,https://web.archive.org/web/20200105120410id_/http://www.palmpedia.net:80/wiki/Dypsis_remotiflora,20200105120410,DZLRHKF5FNPDESA6NEADJDXMRKWMM27M,2026-08-12T15:40:05.384088+00:00,730ee703736440f606991d19a24d153bb476b8164914fb6ae1c9f38211271b35,a5374f9880ea8c6ebe985a0c7975d429e0fe269f0092be2a83000eb64155e56f,87648bba163fd677540b004b02c2872ac3f56e5017fea106255f8643544da55b,original_citation:j_dransfield_and_h_beentje_1995,J. Dransfield and H. Beentje. 1995,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Dypsis trapezoidea,floral_structural_complexity,flower_size_class,very_small,"STAMINATE FLOWER buds (still immature) rounded, about 1.2 mm in diam.;","STAMINATE FLOWER buds (still immature) rounded, about 1.2 mm in diam.;",http://www.palmpedia.net:80/wiki/Dypsis_trapezoidea,https://web.archive.org/web/20200105121522id_/http://www.palmpedia.net:80/wiki/Dypsis_trapezoidea,20200105121522,HOS3YCP5SDWVX3442NIBE3FNBCDCZEOZ,2026-08-12T15:40:05.598260+00:00,dc4f391fdb0bb63844be6b1a4b67eb651255ae712050a8bb53127535160d4fc8,35a5326dea4f0eab60913d52be7b25b763af7e025cd73640a9a7d994604f00f7,d35940279f1dbb56e1b53f76ba4f05db9b8e99702069c6b26e7302c1b30e58a0,original_citation:j_dransfield_and_h_beentje_1995,J. Dransfield and H. Beentje. 1995,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
